Entry	Nuc_Genomic_EMBL_ID_1	Nuc_Genomic_EMBL_Link_1	Nuc_Genomic_EMBL_ID_2	Nuc_Genomic_EMBL_Link_2	Nuc_Genomic_EMBL_ID_3	Nuc_Genomic_EMBL_Link_3	Nuc_Genomic_EMBL_ID_4	Nuc_Genomic_EMBL_Link_4	Nuc_Genomic_EMBL_ID_5	Nuc_Genomic_EMBL_Link_5	Nuc_Genomic_EMBL_ID_6	Nuc_Genomic_EMBL_Link_6	Nuc_Genomic_EMBL_ID_7	Nuc_Genomic_EMBL_Link_7	Nuc_Genomic_EMBL_ID_8	Nuc_Genomic_EMBL_Link_8	Nuc_Genomic_EMBL_ID_9	Nuc_Genomic_EMBL_Link_9	Nuc_Genomic_EMBL_ID_10	Nuc_Genomic_EMBL_Link_10	Nuc_Genomic_EMBL_ID_11	Nuc_Genomic_EMBL_Link_11	Nuc_Genomic_EMBL_ID_12	Nuc_Genomic_EMBL_Link_12	Nuc_Genomic_EMBL_ID_13	Nuc_Genomic_EMBL_Link_13	Nuc_Genomic_EMBL_ID_14	Nuc_Genomic_EMBL_Link_14	Nuc_mRNA_EMBL_ID_1	Nuc_mRNA_EMBL_Link_1	Nuc_mRNA_EMBL_ID_2	Nuc_mRNA_EMBL_Link_2	Nuc_mRNA_EMBL_ID_3	Nuc_mRNA_EMBL_Link_3	Nuc_mRNA_EMBL_ID_4	Nuc_mRNA_EMBL_Link_4	Nuc_mRNA_EMBL_ID_5	Nuc_mRNA_EMBL_Link_5	Nuc_mRNA_EMBL_ID_6	Nuc_mRNA_EMBL_Link_6	Nuc_mRNA_EMBL_ID_7	Nuc_mRNA_EMBL_Link_7	Nuc_mRNA_EMBL_ID_8	Nuc_mRNA_EMBL_Link_8	Nuc_mRNA_EMBL_ID_9	Nuc_mRNA_EMBL_Link_9	Nuc_mRNA_EMBL_ID_10	Nuc_mRNA_EMBL_Link_10	Nuc_mRNA_EMBL_ID_11	Nuc_mRNA_EMBL_Link_11	Nuc_mRNA_EMBL_ID_12	Nuc_mRNA_EMBL_Link_12	Nuc_mRNA_EMBL_ID_13	Nuc_mRNA_EMBL_Link_13	Nuc_mRNA_EMBL_ID_14	Nuc_mRNA_EMBL_Link_14	Nuc_mRNA_EMBL_ID_15	Nuc_mRNA_EMBL_Link_15	Prot_EMBL_ORF_ID_1	Prot_EMBL_ORF_Link_1	Prot_EMBL_ORF_ID_2	Prot_EMBL_ORF_Link_2	Prot_EMBL_ORF_ID_3	Prot_EMBL_ORF_Link_3	Prot_EMBL_ORF_ID_4	Prot_EMBL_ORF_Link_4	Prot_EMBL_ORF_ID_5	Prot_EMBL_ORF_Link_5	Prot_EMBL_ORF_ID_6	Prot_EMBL_ORF_Link_6	Prot_EMBL_ORF_ID_7	Prot_EMBL_ORF_Link_7	Prot_EMBL_ORF_ID_8	Prot_EMBL_ORF_Link_8	Prot_EMBL_ORF_ID_9	Prot_EMBL_ORF_Link_9	Prot_EMBL_ORF_ID_10	Prot_EMBL_ORF_Link_10	Prot_EMBL_ORF_ID_11	Prot_EMBL_ORF_Link_11	Prot_EMBL_ORF_ID_12	Prot_EMBL_ORF_Link_12	Prot_EMBL_ORF_ID_13	Prot_EMBL_ORF_Link_13	Prot_EMBL_ORF_ID_14	Prot_EMBL_ORF_Link_14	Prot_EMBL_ORF_ID_15	Prot_EMBL_ORF_Link_15	Prot_EMBL_ORF_ID_16	Prot_EMBL_ORF_Link_16	Prot_EMBL_ORF_ID_17	Prot_EMBL_ORF_Link_17	Prot_EMBL_ORF_ID_18	Prot_EMBL_ORF_Link_18	Prot_EMBL_ORF_ID_19	Prot_EMBL_ORF_Link_19	Prot_EMBL_ORF_ID_20	Prot_EMBL_ORF_Link_20	Prot_EMBL_ORF_ID_21	Prot_EMBL_ORF_Link_21	Prot_EMBL_ORF_ID_22	Prot_EMBL_ORF_Link_22	Prot_EMBL_ORF_ID_23	Prot_EMBL_ORF_Link_23	Prot_EMBL_ORF_ID_24	Prot_EMBL_ORF_Link_24	Prot_EMBL_ORF_ID_25	Prot_EMBL_ORF_Link_25	Prot_EMBL_ORF_ID_26	Prot_EMBL_ORF_Link_26	Prot_RefSeq_ID_1	Prot_RefSeq_NucID_1	Prot_RefSeq_ProteinLink_1	Prot_RefSeq_NucLink_1	Prot_RefSeq_ID_2	Prot_RefSeq_NucID_2	Prot_RefSeq_ProteinLink_2	Prot_RefSeq_NucLink_2	Prot_RefSeq_ID_3	Prot_RefSeq_NucID_3	Prot_RefSeq_ProteinLink_3	Prot_RefSeq_NucLink_3	Prot_RefSeq_ID_4	Prot_RefSeq_NucID_4	Prot_RefSeq_ProteinLink_4	Prot_RefSeq_NucLink_4	Prot_RefSeq_ID_5	Prot_RefSeq_NucID_5	Prot_RefSeq_ProteinLink_5	Prot_RefSeq_NucLink_5	Prot_RefSeq_ID_6	Prot_RefSeq_NucID_6	Prot_RefSeq_ProteinLink_6	Prot_RefSeq_NucLink_6	Prot_RefSeq_ID_7	Prot_RefSeq_NucID_7	Prot_RefSeq_ProteinLink_7	Prot_RefSeq_NucLink_7	Prot_RefSeq_ID_8	Prot_RefSeq_NucID_8	Prot_RefSeq_ProteinLink_8	Prot_RefSeq_NucLink_8	Prot_RefSeq_ID_9	Prot_RefSeq_NucID_9	Prot_RefSeq_ProteinLink_9	Prot_RefSeq_NucLink_9	Prot_RefSeq_ID_10	Prot_RefSeq_NucID_10	Prot_RefSeq_ProteinLink_10	Prot_RefSeq_NucLink_10	Prot_RefSeq_ID_11	Prot_RefSeq_NucID_11	Prot_RefSeq_ProteinLink_11	Prot_RefSeq_NucLink_11
B7FXW1	CM000610	https://www.ebi.ac.uk/ena/browser/view/CM000610																											MH422131	https://www.ebi.ac.uk/ena/browser/view/MH422131																													AYI99264.1	https://www.ebi.ac.uk/ena/browser/view/AYI99264.1	EEC48820.1	https://www.ebi.ac.uk/ena/browser/view/EEC48820.1	XP_002179834.1	https://www.ncbi.nlm.nih.gov/protein/XP_002179834.1																																															XP_002179834.1	XM_002179798.1	https://www.ncbi.nlm.nih.gov/protein/XP_002179834.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_002179798.1																																								
C5H429	PKPP01000231	https://www.ebi.ac.uk/ena/browser/view/PKPP01000231																											EU704257	https://www.ebi.ac.uk/ena/browser/view/EU704257	JX898526	https://www.ebi.ac.uk/ena/browser/view/JX898526	JX898527	https://www.ebi.ac.uk/ena/browser/view/JX898527	KC505370	https://www.ebi.ac.uk/ena/browser/view/KC505370																							ACH61780.1	https://www.ebi.ac.uk/ena/browser/view/ACH61780.1	AGO50599.1	https://www.ebi.ac.uk/ena/browser/view/AGO50599.1	AGO50600.1	https://www.ebi.ac.uk/ena/browser/view/AGO50600.1	AGL34708.1	https://www.ebi.ac.uk/ena/browser/view/AGL34708.1	PWA95606.1	https://www.ebi.ac.uk/ena/browser/view/PWA95606.1																																																																																						
C5I9X1	PKPP01000165	https://www.ebi.ac.uk/ena/browser/view/PKPP01000165																											FJ809784	https://www.ebi.ac.uk/ena/browser/view/FJ809784																													ACR61719.1	https://www.ebi.ac.uk/ena/browser/view/ACR61719.1	PWA96689.1	https://www.ebi.ac.uk/ena/browser/view/PWA96689.1																																																																																												
D5KXD2	JN412092	https://www.ebi.ac.uk/ena/browser/view/JN412092																											GU647162	https://www.ebi.ac.uk/ena/browser/view/GU647162																													ADD96698.1	https://www.ebi.ac.uk/ena/browser/view/ADD96698.1	AEP82783.1	https://www.ebi.ac.uk/ena/browser/view/AEP82783.1	NP_001234766.1	https://www.ncbi.nlm.nih.gov/protein/NP_001234766.1																																															NP_001234766.1	NM_001247837.1	https://www.ncbi.nlm.nih.gov/protein/NP_001234766.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001247837.1																																								
E1XUJ2	FR669447	https://www.ebi.ac.uk/ena/browser/view/FR669447	HG916765	https://www.ebi.ac.uk/ena/browser/view/HG916765																																																							CBW30776.1	https://www.ebi.ac.uk/ena/browser/view/CBW30776.1	CDM25272.1	https://www.ebi.ac.uk/ena/browser/view/CDM25272.1	WP_043683919.1	https://www.ncbi.nlm.nih.gov/protein/WP_043683919.1																																															WP_043683919.1	NZ_HG916765.1	https://www.ncbi.nlm.nih.gov/protein/WP_043683919.1	https://www.ncbi.nlm.nih.gov/nucleotide/NZ_HG916765.1																																								
E2E2N7																													GU385973	https://www.ebi.ac.uk/ena/browser/view/GU385973																													ADK73618.1	https://www.ebi.ac.uk/ena/browser/view/ADK73618.1																																																																																														
E2E2P0																													GU385977	https://www.ebi.ac.uk/ena/browser/view/GU385977	GU385978	https://www.ebi.ac.uk/ena/browser/view/GU385978																											ADK73620.1	https://www.ebi.ac.uk/ena/browser/view/ADK73620.1	ADK73621.1	https://www.ebi.ac.uk/ena/browser/view/ADK73621.1																																																																																												
E4MYY0	AP010968	https://www.ebi.ac.uk/ena/browser/view/AP010968																																																									BAJ25873.1	https://www.ebi.ac.uk/ena/browser/view/BAJ25873.1	BAJ33405.1	https://www.ebi.ac.uk/ena/browser/view/BAJ33405.1	WP_014133196.1	https://www.ncbi.nlm.nih.gov/protein/WP_014133196.1																																															WP_014133196.1	NC_016109.1	https://www.ncbi.nlm.nih.gov/protein/WP_014133196.1	https://www.ncbi.nlm.nih.gov/nucleotide/NC_016109.1																																								
E9F5E9	ADNJ02000014	https://www.ebi.ac.uk/ena/browser/view/ADNJ02000014																																																									EFY96952.1	https://www.ebi.ac.uk/ena/browser/view/EFY96952.1	XP_007823687.1	https://www.ncbi.nlm.nih.gov/protein/XP_007823687.1																																																	XP_007823687.1	XM_007825496.1	https://www.ncbi.nlm.nih.gov/protein/XP_007823687.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_007825496.1																																								
F1CKI6																													HQ426167	https://www.ebi.ac.uk/ena/browser/view/HQ426167	HQ336798	https://www.ebi.ac.uk/ena/browser/view/HQ336798	HQ336799	https://www.ebi.ac.uk/ena/browser/view/HQ336799	BT071423	https://www.ebi.ac.uk/ena/browser/view/BT071423																							ADZ45511.1	https://www.ebi.ac.uk/ena/browser/view/ADZ45511.1	ADU85924.1	https://www.ebi.ac.uk/ena/browser/view/ADU85924.1	ADU85925.1	https://www.ebi.ac.uk/ena/browser/view/ADU85925.1	ACN40883.1	https://www.ebi.ac.uk/ena/browser/view/ACN40883.1																																																																																								
F2XF95																													HQ426153	https://www.ebi.ac.uk/ena/browser/view/HQ426153																													ADZ45507.1	https://www.ebi.ac.uk/ena/browser/view/ADZ45507.1																																																																																														
F2XF96																													HQ426154	https://www.ebi.ac.uk/ena/browser/view/HQ426154																													ADZ45508.1	https://www.ebi.ac.uk/ena/browser/view/ADZ45508.1																																																																																														
F2XF99																													HQ426157	https://www.ebi.ac.uk/ena/browser/view/HQ426157																													ADZ45514.1	https://www.ebi.ac.uk/ena/browser/view/ADZ45514.1																																																																																														
F2XFA8																													HQ426166	https://www.ebi.ac.uk/ena/browser/view/HQ426166																													ADZ45509.1	https://www.ebi.ac.uk/ena/browser/view/ADZ45509.1																																																																																														
F2XFB2																													HQ426170	https://www.ebi.ac.uk/ena/browser/view/HQ426170	DQ195273	https://www.ebi.ac.uk/ena/browser/view/DQ195273																											ADZ45517.1	https://www.ebi.ac.uk/ena/browser/view/ADZ45517.1	ABA86246.1	https://www.ebi.ac.uk/ena/browser/view/ABA86246.1																																																																																												
F8JK18	CP003229	https://www.ebi.ac.uk/ena/browser/view/CP003229																																																									AEW99846.1	https://www.ebi.ac.uk/ena/browser/view/AEW99846.1	WP_014150548.1	https://www.ncbi.nlm.nih.gov/protein/WP_014150548.1																																																	WP_014150548.1	NC_016113.1	https://www.ncbi.nlm.nih.gov/protein/WP_014150548.1	https://www.ncbi.nlm.nih.gov/nucleotide/NC_016113.1																																								
G0Y7D3																													HQ651180	https://www.ebi.ac.uk/ena/browser/view/HQ651180																													AEJ91556.1	https://www.ebi.ac.uk/ena/browser/view/AEJ91556.1																																																																																														
G1JUH1	JN408284	https://www.ebi.ac.uk/ena/browser/view/JN408284																																																									AEM05853.1	https://www.ebi.ac.uk/ena/browser/view/AEM05853.1	NP_001295307.1	https://www.ncbi.nlm.nih.gov/protein/NP_001295307.1																																																	NP_001295307.1	NM_001308378.1	https://www.ncbi.nlm.nih.gov/protein/NP_001295307.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001308378.1																																								
G5CV52	JN412089	https://www.ebi.ac.uk/ena/browser/view/JN412089																											JN402395	https://www.ebi.ac.uk/ena/browser/view/JN402395																													AEM23832.1	https://www.ebi.ac.uk/ena/browser/view/AEM23832.1	AEP82780.1	https://www.ebi.ac.uk/ena/browser/view/AEP82780.1	NP_001239041.1	https://www.ncbi.nlm.nih.gov/protein/NP_001239041.1																																															NP_001239041.1	NM_001252112.1	https://www.ncbi.nlm.nih.gov/protein/NP_001239041.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001252112.1																																								
G5CV54	JN412091	https://www.ebi.ac.uk/ena/browser/view/JN412091																																																									AEP82782.1	https://www.ebi.ac.uk/ena/browser/view/AEP82782.1	NP_001318113.1	https://www.ncbi.nlm.nih.gov/protein/NP_001318113.1																																																	NP_001318113.1	NM_001331184.1	https://www.ncbi.nlm.nih.gov/protein/NP_001318113.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001331184.1																																								
G8H5M7																													JN402388	https://www.ebi.ac.uk/ena/browser/view/JN402388																													AEM23825.1	https://www.ebi.ac.uk/ena/browser/view/AEM23825.1																																																																																														
G8H5M8																													JN402389	https://www.ebi.ac.uk/ena/browser/view/JN402389																													AEM23826.1	https://www.ebi.ac.uk/ena/browser/view/AEM23826.1																																																																																														
G8H5M9																													JN402390	https://www.ebi.ac.uk/ena/browser/view/JN402390																													AEM23827.1	https://www.ebi.ac.uk/ena/browser/view/AEM23827.1																																																																																														
G8H5N0																													JN402391	https://www.ebi.ac.uk/ena/browser/view/JN402391																													AEM23828.1	https://www.ebi.ac.uk/ena/browser/view/AEM23828.1																																																																																														
G8H5N1																													JN402392	https://www.ebi.ac.uk/ena/browser/view/JN402392																													AEM23829.1	https://www.ebi.ac.uk/ena/browser/view/AEM23829.1																																																																																														
G9MAN7	GL377573	https://www.ebi.ac.uk/ena/browser/view/GL377573																											AB668998	https://www.ebi.ac.uk/ena/browser/view/AB668998																													BAL41682.1	https://www.ebi.ac.uk/ena/browser/view/BAL41682.1	EFJ31716.1	https://www.ebi.ac.uk/ena/browser/view/EFJ31716.1																																																																																												
H1VQB1	LTAN01000004	https://www.ebi.ac.uk/ena/browser/view/LTAN01000004	CACQ02005368	https://www.ebi.ac.uk/ena/browser/view/CACQ02005368																																																							OBR09788.1	https://www.ebi.ac.uk/ena/browser/view/OBR09788.1	XP_018158305.1	https://www.ncbi.nlm.nih.gov/protein/XP_018158305.1																																																	XP_018158305.1	XM_018300455.1	https://www.ncbi.nlm.nih.gov/protein/XP_018158305.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_018300455.1																																								
H1ZV37	FR669447	https://www.ebi.ac.uk/ena/browser/view/FR669447	HG916765	https://www.ebi.ac.uk/ena/browser/view/HG916765																																																							CCF55023.1	https://www.ebi.ac.uk/ena/browser/view/CCF55023.1	CDM25281.1	https://www.ebi.ac.uk/ena/browser/view/CDM25281.1	WP_043683932.1	https://www.ncbi.nlm.nih.gov/protein/WP_043683932.1																																															WP_043683932.1	NZ_HG916765.1	https://www.ncbi.nlm.nih.gov/protein/WP_043683932.1	https://www.ncbi.nlm.nih.gov/nucleotide/NZ_HG916765.1																																								
H1ZV38	FR669447	https://www.ebi.ac.uk/ena/browser/view/FR669447	HG916765	https://www.ebi.ac.uk/ena/browser/view/HG916765																																																							CCF55024.1	https://www.ebi.ac.uk/ena/browser/view/CCF55024.1	CDM25267.1	https://www.ebi.ac.uk/ena/browser/view/CDM25267.1	WP_043683915.1	https://www.ncbi.nlm.nih.gov/protein/WP_043683915.1																																															WP_043683915.1	NZ_HG916765.1	https://www.ncbi.nlm.nih.gov/protein/WP_043683915.1	https://www.ncbi.nlm.nih.gov/nucleotide/NZ_HG916765.1																																								
H2ELN1																													JN989317	https://www.ebi.ac.uk/ena/browser/view/JN989317																													AEX09186.1	https://www.ebi.ac.uk/ena/browser/view/AEX09186.1																																																																																														
H3JQW0	JQ034405	https://www.ebi.ac.uk/ena/browser/view/JQ034405	AB771747	https://www.ebi.ac.uk/ena/browser/view/AB771747																																																							AEZ35248.1	https://www.ebi.ac.uk/ena/browser/view/AEZ35248.1	BAN13280.1	https://www.ebi.ac.uk/ena/browser/view/BAN13280.1																																																																																												
H6U1I8	JQ513384	https://www.ebi.ac.uk/ena/browser/view/JQ513384																											JX913533	https://www.ebi.ac.uk/ena/browser/view/JX913533	JN418990	https://www.ebi.ac.uk/ena/browser/view/JN418990	JN418992	https://www.ebi.ac.uk/ena/browser/view/JN418992	JN418991	https://www.ebi.ac.uk/ena/browser/view/JN418991	JN418993	https://www.ebi.ac.uk/ena/browser/view/JN418993	JN418994	https://www.ebi.ac.uk/ena/browser/view/JN418994	JN418995	https://www.ebi.ac.uk/ena/browser/view/JN418995	JN418996	https://www.ebi.ac.uk/ena/browser/view/JN418996															AFJ04755.1	https://www.ebi.ac.uk/ena/browser/view/AFJ04755.1	AGC03152.1	https://www.ebi.ac.uk/ena/browser/view/AGC03152.1	AEZ63353.1	https://www.ebi.ac.uk/ena/browser/view/AEZ63353.1	AEZ63355.1	https://www.ebi.ac.uk/ena/browser/view/AEZ63355.1	AEZ63354.1	https://www.ebi.ac.uk/ena/browser/view/AEZ63354.1	AEZ63356.1	https://www.ebi.ac.uk/ena/browser/view/AEZ63356.1	AEZ63357.1	https://www.ebi.ac.uk/ena/browser/view/AEZ63357.1	AEZ63358.1	https://www.ebi.ac.uk/ena/browser/view/AEZ63358.1	AEZ63359.1	https://www.ebi.ac.uk/ena/browser/view/AEZ63359.1																																																																														
H6WZF2																													JQ346173	https://www.ebi.ac.uk/ena/browser/view/JQ346173																													AFB82540.1	https://www.ebi.ac.uk/ena/browser/view/AFB82540.1																																																																																														
H8ZM70																													JN254805	https://www.ebi.ac.uk/ena/browser/view/JN254805																													AEL99950.1	https://www.ebi.ac.uk/ena/browser/view/AEL99950.1																																																																																														
I1RL14	HG970333	https://www.ebi.ac.uk/ena/browser/view/HG970333																																																									CEF79626.1	https://www.ebi.ac.uk/ena/browser/view/CEF79626.1	XP_011320990.1	https://www.ncbi.nlm.nih.gov/protein/XP_011320990.1																																																	XP_011320990.1	XM_011322688.1	https://www.ncbi.nlm.nih.gov/protein/XP_011320990.1	https://www.ncbi.nlm.nih.gov/nucleotide/XM_011322688.1																																								
I7H727	AB730585	https://www.ebi.ac.uk/ena/browser/view/AB730585																											AB509224	https://www.ebi.ac.uk/ena/browser/view/AB509224																													BAJ46125.1	https://www.ebi.ac.uk/ena/browser/view/BAJ46125.1	BAM24405.1	https://www.ebi.ac.uk/ena/browser/view/BAM24405.1																																																																																												
J7FIX8	JN613321	https://www.ebi.ac.uk/ena/browser/view/JN613321																																																									AFO85420.1	https://www.ebi.ac.uk/ena/browser/view/AFO85420.1																																																																																														
K7WDL7																													JX974564	https://www.ebi.ac.uk/ena/browser/view/JX974564																													AFW98981.1	https://www.ebi.ac.uk/ena/browser/view/AFW98981.1																																																																																														
K7WQ45	KC807995	https://www.ebi.ac.uk/ena/browser/view/KC807995	JX943884	https://www.ebi.ac.uk/ena/browser/view/JX943884	CM001071	https://www.ebi.ac.uk/ena/browser/view/CM001071																																																					AGK82801.1	https://www.ebi.ac.uk/ena/browser/view/AGK82801.1	AFW98426.1	https://www.ebi.ac.uk/ena/browser/view/AFW98426.1																																																																																												
N4V6D4	KB726025	https://www.ebi.ac.uk/ena/browser/view/KB726025	AMCV02000011	https://www.ebi.ac.uk/ena/browser/view/AMCV02000011																																																							ENH79267.1	https://www.ebi.ac.uk/ena/browser/view/ENH79267.1	TDZ21940.1	https://www.ebi.ac.uk/ena/browser/view/TDZ21940.1																																																																																												
O48651																													AB003516	https://www.ebi.ac.uk/ena/browser/view/AB003516	AB122078	https://www.ebi.ac.uk/ena/browser/view/AB122078	KJ939265	https://www.ebi.ac.uk/ena/browser/view/KJ939265																									BAA24448.1	https://www.ebi.ac.uk/ena/browser/view/BAA24448.1	BAD15330.1	https://www.ebi.ac.uk/ena/browser/view/BAD15330.1	AJV26446.1	https://www.ebi.ac.uk/ena/browser/view/AJV26446.1																																																																																										
O48666																													AB010148	https://www.ebi.ac.uk/ena/browser/view/AB010148	AB115496	https://www.ebi.ac.uk/ena/browser/view/AB115496	EU502717	https://www.ebi.ac.uk/ena/browser/view/EU502717	KJ939264	https://www.ebi.ac.uk/ena/browser/view/KJ939264	KP689314	https://www.ebi.ac.uk/ena/browser/view/KP689314																					BAA24289.1	https://www.ebi.ac.uk/ena/browser/view/BAA24289.1	BAD08242.1	https://www.ebi.ac.uk/ena/browser/view/BAD08242.1	ACA66014.1	https://www.ebi.ac.uk/ena/browser/view/ACA66014.1	AJV26445.1	https://www.ebi.ac.uk/ena/browser/view/AJV26445.1	AJK30626.1	https://www.ebi.ac.uk/ena/browser/view/AJK30626.1																																																																																						
O50406	AL123456	https://www.ebi.ac.uk/ena/browser/view/AL123456																																																									CCP46198.1	https://www.ebi.ac.uk/ena/browser/view/CCP46198.1	NP_217894.1	https://www.ncbi.nlm.nih.gov/protein/NP_217894.1	WP_003417905.1	https://www.ncbi.nlm.nih.gov/protein/WP_003417905.1																																															NP_217894.1	NC_000962.3	https://www.ncbi.nlm.nih.gov/protein/NP_217894.1	https://www.ncbi.nlm.nih.gov/nucleotide/NC_000962.3	WP_003417905.1	NC_000962.3	https://www.ncbi.nlm.nih.gov/protein/WP_003417905.1	https://www.ncbi.nlm.nih.gov/nucleotide/NC_000962.3																																				
O64961	JN408289	https://www.ebi.ac.uk/ena/browser/view/JN408289																											AF035630	https://www.ebi.ac.uk/ena/browser/view/AF035630	AF035631	https://www.ebi.ac.uk/ena/browser/view/AF035631	AF279453	https://www.ebi.ac.uk/ena/browser/view/AF279453																									AAC39431.1	https://www.ebi.ac.uk/ena/browser/view/AAC39431.1	AAC39432.1	https://www.ebi.ac.uk/ena/browser/view/AAC39432.1	AAG41889.1	https://www.ebi.ac.uk/ena/browser/view/AAG41889.1	AEM05858.1	https://www.ebi.ac.uk/ena/browser/view/AEM05858.1	NP_001234055.1	https://www.ncbi.nlm.nih.gov/protein/NP_001234055.1																																											NP_001234055.1	NM_001247126.2	https://www.ncbi.nlm.nih.gov/protein/NP_001234055.1	https://www.ncbi.nlm.nih.gov/nucleotide/NM_001247126.2																																								
O81192																													AF051900	https://www.ebi.ac.uk/ena/browser/view/AF051900																													AAC26017.1	https://www.ebi.ac.uk/ena/browser/view/AAC26017.1																																																																																														
O82140																													AB009030	https://www.ebi.ac.uk/ena/browser/view/AB009030	KJ939267	https://www.ebi.ac.uk/ena/browser/view/KJ939267																											BAA33461.1	https://www.ebi.ac.uk/ena/browser/view/BAA33461.1	AJV26448.1	https://www.ebi.ac.uk/ena/browser/view/AJV26448.1																																																																																												
P0C565	JX913537	https://www.ebi.ac.uk/ena/browser/view/JX913537																											JX913536	https://www.ebi.ac.uk/ena/browser/view/JX913536																													AFZ61535.1	https://www.ebi.ac.uk/ena/browser/view/AFZ61535.1	AGC03154.1	https://www.ebi.ac.uk/ena/browser/view/AGC03154.1																																																																																												
P0DI76	AP000599	https://www.ebi.ac.uk/ena/browser/view/AP000599	AB028607	https://www.ebi.ac.uk/ena/browser/view/AB028607	CP002686	https://www.ebi.ac.uk/ena/browser/view/CP002686																							AY691947	https://www.ebi.ac.uk/ena/browser/view/AY691947	AK229712	https://www.ebi.ac.uk/ena/browser/view/AK229712	AK319171	https://www.ebi.ac.uk/ena/browser/view/AK319171																									AAU01970.1	https://www.ebi.ac.uk/ena/browser/view/AAU01970.1	BAB01180.1	https://www.ebi.ac.uk/ena/browser/view/BAB01180.1	AEE77073.1	https://www.ebi.ac.uk/ena/browser/view/AEE77073.1	ANM64839.1	https://www.ebi.ac.uk/ena/browser/view/ANM64839.1	ANM64840.1	https://www.ebi.ac.uk/ena/browser/view/ANM64840.1	BAF01550.1	https://www.ebi.ac.uk/ena/browser/view/BAF01550.1	BAH57286.1	https://www.ebi.ac.uk/ena/browser/view/BAH57286.1																																																																																		
P0DI77	AP000599	https://www.ebi.ac.uk/ena/browser/view/AP000599	CP002686	https://www.ebi.ac.uk/ena/browser/view/CP002686																									AY691947	https://www.ebi.ac.uk/ena/browser/view/AY691947	AK229712	https://www.ebi.ac.uk/ena/browser/view/AK229712	AK319171	https://www.ebi.ac.uk/ena/browser/view/AK319171																									AAU01970.1	https://www.ebi.ac.uk/ena/browser/view/AAU01970.1	BAB01181.1	https://www.ebi.ac.uk/ena/browser/view/BAB01181.1	AEE77075.1	https://www.ebi.ac.uk/ena/browser/view/AEE77075.1	BAF01550.1	https://www.ebi.ac.uk/ena/browser/view/BAF01550.1	BAH57286.1	https://www.ebi.ac.uk/ena/browser/view/BAH57286.1																																																																																						
